skyCondition,fog,humidity,rain,temperature,windSpeed,datetime
Clear,0,34,0,17.0,10.8,2018-10-27 08:30:00
Clear,0,39,0,17.0,10.8,2018-10-27 09:00:00
Clear,0,30,0,18.0,14.4,2018-10-27 09:30:00
Clear,0,21,0,19.0,21.6,2018-10-27 10:00:00
Clear,0,21,0,19.0,21.6,2018-10-27 10:30:00
Clear,0,21,0,20.0,21.6,2018-10-27 11:00:00
Clear,0,20,0,20.0,21.6,2018-10-27 11:30:00
Clear,0,21,0,20.0,21.6,2018-10-27 12:00:00
Clear,0,21,0,21.0,21.6,2018-10-27 12:30:00
Clear,0,24,0,20.0,25.2,2018-10-27 13:00:00
Clear,0,20,0,22.0,21.6,2018-10-27 13:30:00
Clear,0,23,0,20.0,18.0,2018-10-27 14:00:00
Clear,0,23,0,20.0,21.6,2018-10-27 14:30:00
Clear,0,23,0,20.0,18.0,2018-10-27 15:00:00
Clear,0,24,0,20.0,18.0,2018-10-27 15:30:00
Clear,0,26,0,19.0,14.4,2018-10-27 16:00:00
Clear,0,24,0,19.0,18.0,2018-10-27 16:30:00
Clear,0,30,0,17.0,10.8,2018-10-27 17:00:00
Clear,0,30,0,17.0,10.8,2018-10-27 18:00:00
Clear,0,36,0,16.0,10.8,2018-10-27 18:30:00
Clear,0,32,0,17.0,7.2,2018-10-27 19:00:00
Clear,0,32,0,17.0,7.2,2018-10-27 19:30:00
Clear,0,30,0,17.0,7.2,2018-10-27 20:00:00
Clear,0,27,0,17.0,7.2,2018-10-27 20:30:00
Clear,0,28,0,18.0,7.2,2018-10-27 21:00:00
Clear,0,30,0,17.0,7.2,2018-10-27 21:30:00
Clear,0,45,0,16.0,7.2,2018-10-27 22:00:00
Clear,0,48,0,16.0,7.2,2018-10-27 22:30:00
Clear,0,55,0,14.0,3.6,2018-10-27 23:00:00
Clear,0,51,0,15.0,7.2,2018-10-27 23:30:00
Clear,0,51,0,15.0,7.2,2018-10-28 00:00:00
Clear,0,59,0,14.0,10.8,2018-10-28 00:30:00
Clear,0,67,0,13.0,3.6,2018-10-28 01:00:00
Clear,0,72,0,12.0,3.6,2018-10-28 01:30:00
Clear,0,72,0,12.0,3.6,2018-10-28 02:00:00
Clear,0,76,0,11.0,3.6,2018-10-28 03:00:00
Clear,0,72,0,12.0,7.2,2018-10-28 03:30:00
Clear,0,72,0,12.0,10.8,2018-10-28 04:00:00
Clear,0,71,0,11.0,10.8,2018-10-28 04:30:00
Clear,0,71,0,11.0,10.8,2018-10-28 05:00:00
Clear,0,76,0,11.0,10.8,2018-10-28 05:30:00
Clear,0,76,0,11.0,7.2,2018-10-28 06:30:00
Clear,0,63,0,15.0,7.2,2018-10-28 07:30:00
Clear,0,59,0,16.0,10.8,2018-10-28 08:00:00
Clear,0,55,0,17.0,10.8,2018-10-28 08:30:00
Clear,0,49,0,18.0,10.8,2018-10-28 09:00:00
Clear,0,43,0,19.0,10.8,2018-10-28 09:30:00
Clear,0,28,0,21.0,21.6,2018-10-28 10:30:00
Clear,0,29,0,22.0,18.0,2018-10-28 11:00:00
Clear,0,29,0,22.0,21.6,2018-10-28 11:30:00
Clear,0,29,0,23.0,18.0,2018-10-28 12:00:00
Clear,0,22,0,24.0,21.6,2018-10-28 13:00:00
Clear,0,22,0,24.0,21.6,2018-10-28 13:30:00
Clear,0,21,0,24.0,25.2,2018-10-28 14:00:00
Clear,0,21,0,24.0,21.6,2018-10-28 14:30:00
Clear,0,21,0,24.0,25.2,2018-10-28 15:00:00
Clear,0,23,0,23.0,21.6,2018-10-28 15:30:00
Clear,0,22,0,23.0,25.2,2018-10-28 16:00:00
Clear,0,23,0,23.0,18.0,2018-10-28 16:30:00
Clear,0,28,0,21.0,14.4,2018-10-28 17:00:00
Clear,0,30,0,20.0,10.8,2018-10-28 17:30:00
Clear,0,33,0,20.0,7.2,2018-10-28 18:00:00
Clear,0,32,0,19.0,7.2,2018-10-28 18:30:00
Clear,0,40,0,18.0,7.2,2018-10-28 19:00:00
Clear,0,42,0,18.0,7.2,2018-10-28 19:30:00
Clear,0,42,0,18.0,10.8,2018-10-28 20:00:00
Clear,0,45,0,17.0,7.2,2018-10-28 20:30:00
Clear,0,52,0,16.0,7.2,2018-10-28 21:00:00
Clear,0,52,0,16.0,7.2,2018-10-28 21:30:00
Clear,0,59,0,15.0,3.6,2018-10-28 22:00:00
Clear,0,67,0,14.0,7.2,2018-10-28 22:30:00
Clear,0,63,0,15.0,3.6,2018-10-28 23:00:00
Clear,0,63,0,14.0,3.6,2018-10-28 23:30:00
Clear,0,63,0,14.0,7.2,2018-10-29 00:00:00
Clear,0,72,0,13.0,7.2,2018-10-29 00:30:00
Clear,0,67,0,14.0,7.2,2018-10-29 01:00:00
Clear,0,59,0,14.0,0.0,2018-10-29 01:30:00
Clear,0,55,0,15.0,0.0,2018-10-29 02:00:00
Clear,0,67,0,13.0,3.6,2018-10-29 02:30:00
Clear,0,67,0,13.0,3.6,2018-10-29 03:00:00
Clear,0,67,0,13.0,7.2,2018-10-29 03:30:00
